ID,Tweet_ID,UserID,Username,Time,Language,Text,Hashtags,Geo,Retweets,Replies,Likes
18,1524083610256650242,19339111,Marion Helme,2022-05-10 17:47:03+00:00,en,RT @CarolineLucas: I wonder if it’s ever occurred to Boris Johnson to introduce laws to target the #ClimateEmergency rather than laws to ta…,['climateemergency'],,1231,0,0
19,1524083605508694020,1432404564267962371,Anthony Garnett,2022-05-10 17:47:02+00:00,en,RT @CarolineLucas: I wonder if it’s ever occurred to Boris Johnson to introduce laws to target the #ClimateEmergency rather than laws to ta…,['climateemergency'],,1231,0,0
20,1524083589846999040,1431546715841064961,ISOBRO22,2022-05-10 17:46:58+00:00,en,"RT @DeepLearn007: The Future Of #AI : 5 Things To Expect Over The Next Decade
https://t.co/L3jZbMsFdw

@pierrepinna @sallyeaves @Xbond49 @P…",['ai'],,140,0,0
21,1524083573204164608,1200153542650212371,linda MacCarthy studied Philosophy & Sociology UCD,2022-05-10 17:46:54+00:00,en,"RT @MikeHudema: Ethiopia planted a record-breaking 350 million trees in 12 hours to fight the #climatecrisis.

We have solutions. Time to d…",['climatecrisis.'],,723,0,0
22,1524083567088836609,1201908783196323841,Germain ASSIH,2022-05-10 17:46:53+00:00,en,"#COP15 action against desertification
@UNCCD @AbidjanCop15 @PresidenceTg @Cop15Abidjan @ClimateCrisis_B #ClimateCrisis #ClimateAction https://t.co/8FSWGkvh9R","['cop15', 'climatecrisis', 'climateaction']",,0,0,1
23,1524083558540849157,27677796,Councillor Mike Bell,2022-05-10 17:46:51+00:00,en,Very powerful speeches from residents at tonight’s @NorthSomersetC meeting on climate change and development. We must redouble our efforts to get the balance right between the needs of our community and the protection of our planet. #ClimateEmergency,['climateemergency'],,0,0,0
24,1524083541172051968,1389840691719667712,Riya,2022-05-10 17:46:46+00:00,en,"RT @bhent_india: Love all animals💕

#bhent_india #animals #baby #AVINYA #vegan #veganfood #love #climate
#LoveAllPlay #ClimateActionNow #Cl…","['bhent_india', 'animals', 'baby', 'avinya', 'vegan', 'veganfood', 'love', 'climate', 'loveallplay', 'climateactionnow', 'cl…']",,3,0,0
25,1524083530636185601,259323639,Sophia,2022-05-10 17:46:44+00:00,en,"RT @MotherXclimate: #Bristol people! Tune in 👂🏻to @Ujimaradio in a few minutes to hear our Creative facilitator, the wonderful @lizmytton t…",['bristol'],,2,0,0
26,1524083504841388033,894143144106872834,Sailesh Pandey,2022-05-10 17:46:38+00:00,en,"RT @MikeHudema: Ethiopia planted a record-breaking 350 million trees in 12 hours to fight the #climatecrisis.

We have solutions. Time to d…",['climatecrisis.'],,723,0,0
27,1524083491163488256,2886626879,Raphael Grandin,2022-05-10 17:46:35+00:00,en,RT @capellaspace: Researcher and lecturer @DuncanQuincey of @UniversityLeeds uses our #SAR imagery to analyze glacial changes and glacial m…,['sar'],,2,0,0
28,1524083466064654336,2814630924,sudeep,2022-05-10 17:46:29+00:00,en,"RT @GeraldKutney: Science is not out to get any industry ... it is only trying to save lives.

#ClimateBrawl #ClimateCrisis #ClimateEmergen…","['climatebrawl', 'climatecrisis', 'climateemergen…']",,22,0,0
29,1524083465989378048,145806748,ThiTo,2022-05-10 17:46:29+00:00,en,"RT @Mariana_Castano: This is #climatechange.

The main bridge connecting Pakistan and China got washed away yesterday due to the outburst o…",['climatechange.'],,143,0,0
30,1524083447916072964,1509949845997600774,Motherhood In A Climate Crisis,2022-05-10 17:46:24+00:00,en,"#Bristol people! Tune in 👂🏻to @Ujimaradio in a few minutes to hear our Creative facilitator, the wonderful @lizmytton telling you more about how to get involved in the Motherhood In A Climate Crisis project! #motherXclimate #bristol #climatecrisis #theatre #storytelling","['bristol', 'motherxclimate', 'bristol', 'climatecrisis', 'theatre', 'storytelling']",,2,0,2
31,1524083414097403905,3818237525,Mnemósine,2022-05-10 17:46:16+00:00,en,"RT @MikeHudema: Ethiopia planted a record-breaking 350 million trees in 12 hours to fight the #climatecrisis.

We have solutions. Time to d…",['climatecrisis.'],,723,0,0
32,1524083380697976832,474203748,Svante,2022-05-10 17:46:08+00:00,en,"""Energy Secretary Jennifer Granholm believes that broad investments in technology are the best way to address carbon emissions, and carbon capture is one such technology."" https://t.co/CDtT4WxU70 via @CNBC
.
.
.
#ccs #carboncapture #cleantech #climatechange","['ccs', 'carboncapture', 'cleantech', 'climatechange']",,0,0,0
33,1524083368681345024,67390766,Allen Motew,2022-05-10 17:46:05+00:00,en,"RT @chriscartw83: #cryosphere #arctic 09.05.2022
0.4C over average today in the region 
Warmth coming next week...should become interesting…","['cryosphere', 'arctic']",,1,0,0
34,1524083363119878147,1636031162,American Patriot Forever,2022-05-10 17:46:04+00:00,en,#globalwarming 🤡🤡 this is the biggest scam in human history.   It’s about putting money in their pockets. https://t.co/ZjNsUPLIEB,['globalwarming'],,0,0,0
35,1524083360389283840,1495499668352126978,Dilip Kothari,2022-05-10 17:46:03+00:00,en,"When you are hungry, would you search for food or seeds? Let us act now and save soil to avoid food extinction that knocks at the door. 
#SaveSoilAtCOP15 #SaveSoil #UNCCDCOP15 #COP15 #GlobalGoals #climatechange 
@UNCCD @FAO @WFP @UNEP @SadhguruJV @cpsavesoil https://t.co/dAarg1NwgM","['savesoilatcop15', 'savesoil', 'unccdcop15', 'cop15', 'globalgoals', 'climatechange']",,0,0,1
36,1524083359923806210,1145675589279473664,Edwin Page,2022-05-10 17:46:03+00:00,en,"The planet is issuing an SOS, will you answer the call?

Find out how by reading Field Notes 💚

#kindle edition available for pre-order, pb and hb editions out 21st May

#savetheplanet #biodiversity #Sustainability #ecology #nature #ClimateCrisis 

https://t.co/yuEx3XMqDW","['kindle', 'savetheplanet', 'biodiversity', 'sustainability', 'ecology', 'nature', 'climatecrisis']",,0,0,0
37,1524083356870184960,827130958751100928,Shiva #SaveSoil,2022-05-10 17:46:03+00:00,en,"@MoCCaEUAE Tq.
 V hv all d resourcs 2 turn it around. If v don't do it, v fail as a genertn. #SaveSoilAtCOP15 #UNCCDCOP15Savesoil  #FoodShortage #GlobalWarming #ClimateEmergency #SaveSoil #migration #UNCCDCOP15
Write lettr 2 our Govt 4 policy chngs clckng https://t.co/EHkmSYzt55 https://t.co/t9bkiO6E8d","['savesoilatcop15', 'unccdcop15savesoil', 'foodshortage', 'globalwarming', 'climateemergency', 'savesoil', 'migration', 'unccdcop15']",,0,0,0
38,1524018591372304387,1055100903844446210,Peter Mason,2022-05-10 17:45:55+00:00,en,"@_petermason @EalingCouncil @EalingLabour So what is the plan to sincerely address the #ClimateCrisis the #BiodiversityCrisis and the #HousingCrisis? The word crisis seems to have lost all meaning in modern politics, which ploughs on as if it was 1960.
The #CEES is weak, unambitious, and 25 years too late!","['climatecrisis', 'biodiversitycrisis', 'housingcrisis?', 'cees']",,0,0,30
39,1524083313459277829,1424751949497446401,Rafael Almeida,2022-05-10 17:45:52+00:00,en,"RT @iaeaorg: Nuclear power plants are built to last, but as the pandemic continues &amp; the #climatecrisis worsens, their adaptable workforces…",['climatecrisis'],,13,0,0
40,1524083255678431232,262434659,Karen (be kind) 🌻,2022-05-10 17:45:38+00:00,en,"RT @JasperBrown4: I’m disgusted by the #OntarioElection2022. By refusing to join forces, the NDP and Liberals are allowing a leader and par…",['ontarioelection2022.'],,1,0,0
41,1524083241841348608,29334311,John Mecklin,2022-05-10 17:45:35+00:00,en,RT @BulletinAtomic: Plant power: Burning #biomass instead of coal can help fight #climatechange—but only if done right https://t.co/c9MWsqd…,"['biomass', 'climatechange—but']",,1,0,0
42,1524083198132723713,1096724430087208960,zxcxz,2022-05-10 17:45:25+00:00,en,Everything You Ever Wanted To Know About Charging An Electric Car At Home But Were Afraid To Ask https://t.co/VM33GsKWQf #Tesla #EV #ClimateChange #Renewables #RenewableEnergy,"['tesla', 'ev', 'climatechange', 'renewables', 'renewableenergy']",,0,0,0
43,1524083145506791425,1495499668352126978,Dilip Kothari,2022-05-10 17:45:12+00:00,en,"Soil degradation undermines foundation of human prosperity and well-being. It threatens our food and water supplies, our climate, and biodiversity that supports ecosystems 
#SaveSoilAtCOP15 #SaveSoil #UNCCDCOP15 #COP15 #GlobalGoals #climatechange 
@UNCCD @FAO @WFP @UNEP","['savesoilatcop15', 'savesoil', 'unccdcop15', 'cop15', 'globalgoals', 'climatechange']",,0,0,0
44,1524083136535031808,1305550934106230786,Geetika Rao,2022-05-10 17:45:10+00:00,en,"RT @bhent_india: Love all animals💕

#bhent_india #animals #baby #AVINYA #vegan #veganfood #love #climate
#LoveAllPlay #ClimateActionNow #Cl…","['bhent_india', 'animals', 'baby', 'avinya', 'vegan', 'veganfood', 'love', 'climate', 'loveallplay', 'climateactionnow', 'cl…']",,3,0,0
45,1524083136509841409,1260578336868311052,HUMA,2022-05-10 17:45:10+00:00,en,"RT @EduCannotWait: #ClimateCrisis = #EducationCrisis
#ECW appeal to donors to fund access to continued quality education for children &amp; ado…","['climatecrisis', 'educationcrisis', 'ecw']",,11,0,0
46,1524083104633208835,1396895260060618756,CASEL lab,2022-05-10 17:45:05+00:00,en,"to defying simplistic interpretations &amp; one-size-fits-all solutions to issues such as agricultural intensification, #deforestation &amp; fires, #climatechange, unplanned urbanization, land conflicts, #biodiversity #conservation &amp; other governance challenges of Amazon &amp; elsewhere.""","['deforestation', 'climatechange,', 'biodiversity', 'conservation']",,0,0,0
47,1524083105790844929,126075164,Andrea,2022-05-10 17:45:03+00:00,en,"RT @SocialDemDavid: https://t.co/f7ct7iXfSJ

Totally normal timeline.
#ClimateCrisis #ClimateEmergency #ClimateAction #ClimateActionNow #Cl…","['climatecrisis', 'climateemergency', 'climateaction', 'climateactionnow', 'cl…']",,1,0,0
48,1524083090934538241,52704042,CSchwalm,2022-05-10 17:44:59+00:00,en,RT @ReportingLabs: #IamSRL 🙌🏽 Our reporters Delta Flores and Rachel Vazquez cover #climatechange at #AspenIdeasClimate 🌍 summit in Miami. C…,"['iamsrl', 'climatechange', 'aspenideasclimate']",,1,0,0
49,1524083085276549121,1459578671551991811,Keep Nethercote Rural 🍀🦅🐰🌳💚#handsoffourhamlet,2022-05-10 17:44:58+00:00,en,RT @holmergreenndf: I completely understand this. Our community of #HolmerGreen &amp; #Hazlemere is cross and very very scared about the future…,"['holmergreen', 'hazlemere']",,2,0,0
50,1524083078305570817,1004358301,Tisha 🌙,2022-05-10 17:44:56+00:00,en,"RT @CodeRedEarth: I like making my quote graphics to honor the fight &amp; bring truth #Climate #ClimateEmergency 
It's just another way - anot…","['climate', 'climateemergency']",,33,0,0
51,1524083056059035654,1086002258972721152,karmahoneyproject,2022-05-10 17:44:51+00:00,en,"RT @bhent_india: Love all animals💕

#bhent_india #animals #baby #AVINYA #vegan #veganfood #love #climate
#LoveAllPlay #ClimateActionNow #Cl…","['bhent_india', 'animals', 'baby', 'avinya', 'vegan', 'veganfood', 'love', 'climate', 'loveallplay', 'climateactionnow', 'cl…']",,3,0,0
52,1524083048647577600,964444013377048581,🕉Bhagavad Gita Meditations🕉,2022-05-10 17:44:49+00:00,en,"RT @GitaMeditations: In #Himalayan #Yogi shape
#Heavenly #Himalayas destroyed #ClimateCrisis #ChildRights #WomenRights #Modi #UkraineWar #W…","['himalayan', 'yogi', 'heavenly', 'himalayas', 'climatecrisis', 'childrights', 'womenrights', 'modi', 'ukrainewar', 'w…']",,5,0,0
53,1524083033501929472,1333663428087480322,BHENT,2022-05-10 17:44:45+00:00,en,"Love all animals💕

#bhent_india #animals #baby #AVINYA #vegan #veganfood #love #climate
#LoveAllPlay #ClimateActionNow #ClimateEmergency #SaveTheBees #savetheplanet #savesoilCOP15 #SaveSoilAtCOP15 #SaveSoilAtUNCCD #AMC #famemma14 #Crypto #NFTs #NFTartist #NFTCollection #Bitcoin https://t.co/U3fxvu7YBl","['bhent_india', 'animals', 'baby', 'avinya', 'vegan', 'veganfood', 'love', 'climate', 'loveallplay', 'climateactionnow', 'climateemergency', 'savethebees', 'savetheplanet', 'savesoilcop15', 'savesoilatcop15', 'savesoilatunccd', 'amc', 'famemma14', 'crypto', 'nfts', 'nftartist', 'nftcollection', 'bitcoin']",,3,0,2
54,1524083032520421376,401515426,Bee Regebi,2022-05-10 17:44:45+00:00,en,"I’m disgusted by the #OntarioElection2022. By refusing to join forces, the NDP and Liberals are allowing a leader and party who give zero fucks about future generations to govern for another four years. To hell with you all. #ClimateCrisis","['ontarioelection2022.', 'climatecrisis']",,1,0,1
55,1524083019153346569,3321565395,@Der_Lichttechniker@chaos.social,2022-05-10 17:44:42+00:00,en,"RT @Mariana_Castano: This is #climatechange.

The main bridge connecting Pakistan and China got washed away yesterday due to the outburst o…",['climatechange.'],,143,0,0
56,1524083000824246272,1416834721288491009,Cindy,2022-05-10 17:44:38+00:00,en,"RT @DoregamaViral: 'Armageddon' Fear Spreads through Chinese City as sky turns Blood Red

#China #Zhoushan #Zhejiang #Shanghai #Sky #RedSky…","['china', 'zhoushan', 'zhejiang', 'shanghai', 'sky', 'redsky…']",,25,0,0
57,1524082960030445568,1463361776,Guido Caniglia 🏳️‍🌈,2022-05-10 17:44:28+00:00,en,"RT @KLIAustria: New #preprint: ""Applying Cultural Evolution to Address Climate and Environmental Challenges"" by Roope Oskari Kaaronen, Moni…",['preprint:'],,4,0,0
58,1524082944561741825,2371069376,Lovely Rita 🇺🇸💕🇺🇦🌻,2022-05-10 17:44:24+00:00,en,RT @jamesvgingerich: 5 ecopreneurs using their ingenuity to fight #ClimateChange. (World Economic Forum) #Environment https://t.co/UUHEjjCa…,"['climatechange.', 'environment']",,1,0,0
59,1524082896755040257,166781596,jO_on,2022-05-10 17:44:13+00:00,en,"RT @MikeHudema: Ethiopia planted a record-breaking 350 million trees in 12 hours to fight the #climatecrisis.

We have solutions. Time to d…",['climatecrisis.'],,723,0,0
60,1524082872944140289,1325371536103104512,c.town_rulez,2022-05-10 17:44:07+00:00,en,"RT @Mariana_Castano: This is #climatechange.

The main bridge connecting Pakistan and China got washed away yesterday due to the outburst o…",['climatechange.'],,143,0,0
61,1524082856640851968,1469029773133365248,zzwyt,2022-05-10 17:44:03+00:00,und,#Klimakrise #climatecrisis https://t.co/uJIkxkzdxi,"['klimakrise', 'climatecrisis']",,0,0,0
62,1524082845920206851,53901125,Carmen Zedler ☔️,2022-05-10 17:44:01+00:00,en,"RT @Mariana_Castano: This is #climatechange.

The main bridge connecting Pakistan and China got washed away yesterday due to the outburst o…",['climatechange.'],,143,0,0
63,1524082806510563334,2557429591,Peter Schnitzeler,2022-05-10 17:43:51+00:00,en,RT @audleyburnett: BBC News Today; a 50% chance of breaching 1.5° (but NOTHING in Queen’s Speech on #ClimateCrisis ). But “Ministers will a…,['climatecrisis'],,57,0,0
64,1524082782745550853,261392348,Kathy Hodgson 💙 🇺🇦,2022-05-10 17:43:46+00:00,en,"RT @timetospeakoutt: @nickreeves9876 THIS #JeremyHosking - one of the real elites who funded the #Brexit vote? Well, I’m shocked 🤨 #Climate…","['jeremyhosking', 'brexit', 'climate…']",,1,0,0
65,1524082771504902146,1120323655,ZenTaoPrincess,2022-05-10 17:43:43+00:00,en,"RT @swetac: The impact of #climatechange goes well beyond just “weather.”

It overflows into everything needed for survival:

🚩Clean water…",['climatechange'],,9,0,0
66,1524082767427866624,180783260,Porfirio Leon,2022-05-10 17:43:42+00:00,en,"RT @MikeHudema: Deforestation in the #Amazon was 418% higher this January compared to last year - threatening biodiversity, Indigenous Peop…",['amazon'],,418,0,0
67,1524082747328847872,4818300177,Ohemaa Dufie,2022-05-10 17:43:37+00:00,en,RT @WMO: The odds of at least one of the next 5 years temporarily reaching the #ParisAgreement threshold of 1.5°C have increased to 50:50.…,['parisagreement'],,632,0,0
68,1524082734427168768,1118546706323398656,Welsh Underground Network,2022-05-10 17:43:34+00:00,en,"RT @Anothergreen: I have a book event today, really appreciate Jodi Dean and Amelia Womack joining me. Please share and come along. #Climat…",['climat…'],,5,0,0
69,1524082732833423361,1148663750624460800,Shift Action for Pension Wealth and Planet Health,2022-05-10 17:43:34+00:00,en,"Attention working and retired public sector workers in BC! 

We're hosting our first ever workshop on BC pensions and the #climatecrisis. Learn how BC's $200 billion public pension manager is investing your retirement savings in risky #fossilfuels. #bcpoli https://t.co/vJH1FGAth6 https://t.co/HdBwr7hplD","['climatecrisis.', 'fossilfuels.', 'bcpoli']",,1,0,1
70,1524082676671598593,132615565,News From Nowhere,2022-05-10 17:43:20+00:00,en,"RT @NHAparty: How about the government does some serious work to address the #ClimateCrisis, instead of criminalising our right to protest?…","['climatecrisis,']",,3,0,0
71,1524082618140090375,508098859,Niki H,2022-05-10 17:43:06+00:00,en,"RT @Mariana_Castano: This is #climatechange.

The main bridge connecting Pakistan and China got washed away yesterday due to the outburst o…",['climatechange.'],,143,0,0
72,1524082590503768064,710844287341170688,🇺🇦Christopher Cartwright🇺🇦,2022-05-10 17:43:00+00:00,en,"#cryosphere #arctic 09.05.2022
0.4C over average today in the region 
Warmth coming next week...should become interesting 
#ClimateEmergency #climatecrisis #cryosphere https://t.co/ySE85WScQS","['cryosphere', 'arctic', 'climateemergency', 'climatecrisis', 'cryosphere']",,1,0,0
73,1524082572497760257,18527512,John R Morris,2022-05-10 17:42:56+00:00,en,RT @CarolineLucas: I wonder if it’s ever occurred to Boris Johnson to introduce laws to target the #ClimateEmergency rather than laws to ta…,['climateemergency'],,1231,0,0
74,1524082567191924738,44136028,Dan Weiss,2022-05-10 17:42:54+00:00,en,CNN's 2 minute story about the extreme drought that's evaporating Lake Mead has only one brief mention of climate change. That's like covering a fire while barely mentioning the discarded gasoline cans strewn around the building. #ClimateCrisis #ClimateEmergency #ClimateAction https://t.co/NN5ale9lrF,"['climatecrisis', 'climateemergency', 'climateaction']",,4,1,2
75,1524082554026012673,25297519,2Dinesh,2022-05-10 17:42:51+00:00,en,"RT @SamvadaWorld: Watch | Dark side of Electric vehicles - Solution for climate crisis or additional risk?

#ElectricCars #ClimateChange #C…","['electriccars', 'climatechange', 'c…']",,8,0,0
76,1524082513504784387,1154253641601167361,Zain Rafiq,2022-05-10 17:42:41+00:00,en,"Are you looking for a #Websitedeveloper? I am here to take your #business to a whole new level. A Professional site can bring in business opportunities knocking through the door. Get a site online and start generating leads! https://t.co/CXejAZGnkB

#GlobalWarming https://t.co/8javYlZ2FZ","['websitedeveloper?', 'business', 'globalwarming']",,0,0,0
77,1524082503262294017,249774059,RAW Foundation 🌍,2022-05-10 17:42:39+00:00,en,"🌍⛽️💰💦🌊🔥🍂🆘
We need you.🏹

@PaulMcCartney @billieeilish @LoyleCarner @GabrielleAplin @alexander_olly @george_ezra 

@musicdeclares 

#FossilFuel #Plastic #Pollution #ClimateCrisis #OceanEmergency #ClimateAction #LookUp #JustStopOil #EndFossilFuels https://t.co/hHsIwlFNtK","['fossilfuel', 'plastic', 'pollution', 'climatecrisis', 'oceanemergency', 'climateaction', 'lookup', 'juststopoil', 'endfossilfuels']",,1,0,0
78,1524082477257703425,814729382396710912,Green The Church,2022-05-10 17:42:33+00:00,en,RT @EJinAction: A form of #environmentalracism is whitewashing information! A New @MMFA analysis finds that broadcast TV news only aired 19…,['environmentalracism'],,22,0,0
79,1524082450384945152,1336547888,Andy Porter,2022-05-10 17:42:26+00:00,en,"RT @MikeHudema: Ethiopia planted a record-breaking 350 million trees in 12 hours to fight the #climatecrisis.

We have solutions. Time to d…",['climatecrisis.'],,723,0,0
80,1524082443984285698,826876282864599041,WCS Climate Adaptation Fund,2022-05-10 17:42:25+00:00,en,"RT @TheWCS: The #climatecrisis impacts all life on Earth. With #SeeingIsBelieving, we're asking for your pics + video showing what the cris…","['climatecrisis', 'seeingisbelieving,']",,4,0,0
81,1524082428368850944,1068778218906370048,Mohamed Yacoub,2022-05-10 17:42:21+00:00,en,"I had the honor to meet @Rob_Oliphant, @Louis_Dumas9 and Canadian officials during extensive meetings, joined by a group of @FAO colleagues and community leaders👨‍🌾🧕👩‍🌾. we discussed the need to enhance rural agricultural development efforts, #foodsecurity &amp; #climatechange in 🇪🇬 https://t.co/PgAukBxyte","['foodsecurity', 'climatechange']",,0,0,0
82,1524082424765890561,396718040,Jamie Farndale,2022-05-10 17:42:20+00:00,en,RT @WMO: The odds of at least one of the next 5 years temporarily reaching the #ParisAgreement threshold of 1.5°C have increased to 50:50.…,['parisagreement'],,632,0,0
83,1524082418373869568,1154253641601167361,Zain Rafiq,2022-05-10 17:42:19+00:00,en,"Are you looking for a #Websitedeveloper? I am here to take your #business to a whole new level. A Professional site can bring in business opportunities knocking through the door. Get a site online and start generating leads! https://t.co/CXejAZGnkB

#GlobalWarming https://t.co/lA5ksjcXfN","['websitedeveloper?', 'business', 'globalwarming']",,0,0,0
84,1524082388527112195,28612086,Julius Kramer,2022-05-10 17:42:12+00:00,en,"RT @UNPeacebuilding: Young people have faced unprecedented challenges in the past 2⃣years due to multiple crises: 
#COVID19
#ClimateChange…","['covid19', 'climatechange…']",,3,0,0
85,1524082366712586244,78717827,Keith Goldberg,2022-05-10 17:42:06+00:00,en,"@wlpFERC says his priorities with @FERC's revision of its #pipeline approval policies: projects that provide needed service to ensure reliability, #EnvironmentalJustice impacts are considered and #climatechange are accounted for as much as what's legally durable. #EBA2022AM","['pipeline', 'environmentaljustice', 'climatechange', 'eba2022am']",,0,0,0
86,1524082338484924416,15221598,"James Gingerich, @Expeflow #WorkEasier #RPA",2022-05-10 17:42:00+00:00,en,5 ecopreneurs using their ingenuity to fight #ClimateChange. (World Economic Forum) #Environment https://t.co/UUHEjjCapM,"['climatechange.', 'environment']",,1,0,1
